test_ID,Dataset,Adjacencia,k,Ponderacao,Simetrica,Conectado,Propagacao,PorcRot,NumExp,SeedExp,TempExp,NumNRot,Acuracia,F_measure
182,ace_ECFP_4.data,MST,8,RBF,True,True,LapRLS,0.08,0,40,2.223905082543691,0,0.5,0.2813295975547631
183,ace_ECFP_4.data,MST,8,RBF,True,True,LapRLS,0.1,0,65,2.2345773935317994,0,0.5,0.2803391626921038
184,ace_ECFP_4.data,MST,8,HM,True,True,LapRLS,0.02,0,76,2.2497146010398863,0,0.5,0.3184275184275184
185,ace_ECFP_4.data,MST,8,HM,True,True,LapRLS,0.05,0,127,2.260635451475779,0,0.5,0.3230963883137796
186,ace_ECFP_4.data,MST,8,HM,True,True,LapRLS,0.08,0,40,2.271897025903066,0,0.5,0.2813295975547631
187,ace_ECFP_4.data,MST,8,HM,True,True,LapRLS,0.1,0,65,2.2831284642219543,0,0.5,0.2803391626921038
188,ace_ECFP_4.data,MST,8,LLE,True,True,LapRLS,0.02,0,76,2.295036009947459,0,0.5,0.3184275184275184
189,ace_ECFP_4.data,MST,8,LLE,True,True,LapRLS,0.05,0,127,2.306857419013977,0,0.5,0.3230963883137796
190,ace_ECFP_4.data,MST,8,LLE,True,True,LapRLS,0.08,0,40,2.31784159342448,0,0.5,0.2813295975547631
191,ace_ECFP_4.data,MST,8,LLE,True,True,LapRLS,0.1,0,65,2.3286829511324565,0,0.5,0.2803391626921038
192,ace_ECFP_4.data,mutKNN,10,RBF,True,True,LapRLS,0.02,0,76,2.3423542102177937,0,0.5,0.3184275184275184
193,ace_ECFP_4.data,mutKNN,10,RBF,True,True,LapRLS,0.05,0,127,2.3541200041770933,0,0.5,0.3230963883137796
194,ace_ECFP_4.data,mutKNN,10,RBF,True,True,LapRLS,0.08,0,40,2.364554174741109,0,0.5,0.2813295975547631
195,ace_ECFP_4.data,mutKNN,10,RBF,True,True,LapRLS,0.1,0,65,2.375489099820455,0,0.5,0.2803391626921038
196,ace_ECFP_4.data,mutKNN,10,HM,True,True,LapRLS,0.02,0,76,2.3916839480400087,0,0.5,0.3184275184275184
197,ace_ECFP_4.data,mutKNN,10,HM,True,True,LapRLS,0.05,0,127,2.4017685492833456,0,0.5,0.3230963883137796
198,ace_ECFP_4.data,mutKNN,10,HM,True,True,LapRLS,0.08,0,40,2.413099785645803,0,0.5,0.2813295975547631
199,ace_ECFP_4.data,mutKNN,10,HM,True,True,LapRLS,0.1,0,65,2.424298890431722,0,0.5,0.2803391626921038
200,ace_ECFP_4.data,mutKNN,10,LLE,True,True,LapRLS,0.02,0,76,2.436106765270233,0,0.5,0.3184275184275184
201,ace_ECFP_4.data,mutKNN,10,LLE,True,True,LapRLS,0.05,0,127,2.44702939192454,0,0.5,0.3230963883137796
202,ace_ECFP_4.data,mutKNN,10,LLE,True,True,LapRLS,0.08,0,40,2.4574679811795552,0,0.5,0.2813295975547631
203,ace_ECFP_4.data,mutKNN,10,LLE,True,True,LapRLS,0.1,0,65,2.467850947380066,0,0.5,0.2803391626921038
204,ace_ECFP_4.data,symKNN,10,RBF,True,True,LapRLS,0.02,0,76,2.4811977545420327,0,0.5,0.3184275184275184
205,ace_ECFP_4.data,symKNN,10,RBF,True,True,LapRLS,0.05,0,127,2.49244110584259,0,0.5,0.3230963883137796
206,ace_ECFP_4.data,symKNN,10,RBF,True,True,LapRLS,0.08,0,40,2.5025836706161497,0,0.5,0.2813295975547631
207,ace_ECFP_4.data,symKNN,10,RBF,True,True,LapRLS,0.1,0,65,2.5133097410202025,0,0.5,0.2803391626921038
208,ace_ECFP_4.data,symKNN,10,HM,True,True,LapRLS,0.02,0,76,2.5282402833302817,0,0.5,0.3184275184275184
209,ace_ECFP_4.data,symKNN,10,HM,True,True,LapRLS,0.05,0,127,2.540013865629832,0,0.5,0.3230963883137796
210,ace_ECFP_4.data,symKNN,10,HM,True,True,LapRLS,0.08,0,40,2.551391994953156,0,0.5,0.2813295975547631
211,ace_ECFP_4.data,symKNN,10,HM,True,True,LapRLS,0.1,0,65,2.562390430768331,0,0.5,0.2803391626921038
212,ace_ECFP_4.data,symKNN,10,LLE,True,True,LapRLS,0.02,0,76,2.57652663787206,0,0.5,0.3184275184275184
213,ace_ECFP_4.data,symKNN,10,LLE,True,True,LapRLS,0.05,0,127,2.5895779927571616,0,0.5,0.3230963883137796
214,ace_ECFP_4.data,symKNN,10,LLE,True,True,LapRLS,0.08,0,40,2.600738302866618,0,0.5,0.2813295975547631
215,ace_ECFP_4.data,symKNN,10,LLE,True,True,LapRLS,0.1,0,65,2.612242949008942,0,0.5,0.2803391626921038
216,ace_ECFP_4.data,symFKNN,10,RBF,True,True,LapRLS,0.02,0,76,2.627489360173543,0,0.5,0.3184275184275184
217,ace_ECFP_4.data,symFKNN,10,RBF,True,True,LapRLS,0.05,0,127,2.638091742992401,0,0.5,0.3230963883137796
218,ace_ECFP_4.data,symFKNN,10,RBF,True,True,LapRLS,0.08,0,40,2.648271115620931,0,0.5,0.2813295975547631
219,ace_ECFP_4.data,symFKNN,10,RBF,True,True,LapRLS,0.1,0,65,2.660212071736653,0,0.5,0.2803391626921038
220,ace_ECFP_4.data,symFKNN,10,HM,True,True,LapRLS,0.02,0,76,2.677721611658732,0,0.5,0.3184275184275184
221,ace_ECFP_4.data,symFKNN,10,HM,True,True,LapRLS,0.05,0,127,2.689732615152995,0,0.5,0.3230963883137796
222,ace_ECFP_4.data,symFKNN,10,HM,True,True,LapRLS,0.08,0,40,2.7009925564130146,0,0.5,0.2813295975547631
223,ace_ECFP_4.data,symFKNN,10,HM,True,True,LapRLS,0.1,0,65,2.7116407990455627,0,0.5,0.2803391626921038
224,ace_ECFP_4.data,symFKNN,10,LLE,True,True,LapRLS,0.02,0,76,2.7249505281448365,0,0.5,0.3184275184275184
225,ace_ECFP_4.data,symFKNN,10,LLE,True,True,LapRLS,0.05,0,127,2.736488048235576,0,0.5,0.3230963883137796
226,ace_ECFP_4.data,symFKNN,10,LLE,True,True,LapRLS,0.08,0,40,2.748002326488495,0,0.5,0.2813295975547631
227,ace_ECFP_4.data,symFKNN,10,LLE,True,True,LapRLS,0.1,0,65,2.759405994415283,0,0.5,0.2803391626921038
228,ace_ECFP_4.data,MST,10,RBF,True,True,LapRLS,0.02,0,76,2.77691593170166,0,0.5,0.3184275184275184
229,ace_ECFP_4.data,MST,10,RBF,True,True,LapRLS,0.05,0,127,2.787350086371104,0,0.5,0.3230963883137796
230,ace_ECFP_4.data,MST,10,RBF,True,True,LapRLS,0.08,0,40,2.798058732350668,0,0.5,0.2813295975547631
231,ace_ECFP_4.data,MST,10,RBF,True,True,LapRLS,0.1,0,65,2.8089960972468058,0,0.5,0.2803391626921038
232,ace_ECFP_4.data,MST,10,HM,True,True,LapRLS,0.02,0,76,2.823610476652781,0,0.5,0.3184275184275184
233,ace_ECFP_4.data,MST,10,HM,True,True,LapRLS,0.05,0,127,2.834392468134562,0,0.5,0.3230963883137796
234,ace_ECFP_4.data,MST,10,HM,True,True,LapRLS,0.08,0,40,2.845255720615387,0,0.5,0.2813295975547631
235,ace_ECFP_4.data,MST,10,HM,True,True,LapRLS,0.1,0,65,2.856485895315806,0,0.5,0.2803391626921038
236,ace_ECFP_4.data,MST,10,LLE,True,True,LapRLS,0.02,0,76,2.869280230998993,0,0.5,0.3184275184275184
237,ace_ECFP_4.data,MST,10,LLE,True,True,LapRLS,0.05,0,127,2.880489830176036,0,0.5,0.3230963883137796
238,ace_ECFP_4.data,MST,10,LLE,True,True,LapRLS,0.08,0,40,2.8901420990626017,0,0.5,0.2813295975547631
239,ace_ECFP_4.data,MST,10,LLE,True,True,LapRLS,0.1,0,65,2.9008021632830303,0,0.5,0.2803391626921038
240,ace_ECFP_4.data,mutKNN,12,RBF,True,True,LapRLS,0.02,0,76,2.913887703418732,0,0.5,0.3184275184275184
241,ace_ECFP_4.data,mutKNN,12,RBF,True,True,LapRLS,0.05,0,127,2.924611985683441,0,0.5,0.3230963883137796
242,ace_ECFP_4.data,mutKNN,12,RBF,True,True,LapRLS,0.08,0,40,2.936020398139953,0,0.5,0.2813295975547631
243,ace_ECFP_4.data,mutKNN,12,RBF,True,True,LapRLS,0.1,0,65,2.9467629194259644,0,0.5,0.2803391626921038
244,ace_ECFP_4.data,mutKNN,12,HM,True,True,LapRLS,0.02,0,76,2.96320055325826,0,0.5,0.3184275184275184
245,ace_ECFP_4.data,mutKNN,12,HM,True,True,LapRLS,0.05,0,127,2.974528924624125,0,0.5,0.3230963883137796
246,ace_ECFP_4.data,mutKNN,12,HM,True,True,LapRLS,0.08,0,40,2.9859920541445413,0,0.5,0.2813295975547631
247,ace_ECFP_4.data,mutKNN,12,HM,True,True,LapRLS,0.1,0,65,2.996596896648407,0,0.5,0.2803391626921038
248,ace_ECFP_4.data,mutKNN,12,LLE,True,True,LapRLS,0.02,0,76,3.009388331572215,0,0.5,0.3184275184275184
249,ace_ECFP_4.data,mutKNN,12,LLE,True,True,LapRLS,0.05,0,127,3.0199608246485394,0,0.5,0.3230963883137796
250,ace_ECFP_4.data,mutKNN,12,LLE,True,True,LapRLS,0.08,0,40,3.031049394607544,0,0.5,0.2813295975547631
251,ace_ECFP_4.data,mutKNN,12,LLE,True,True,LapRLS,0.1,0,65,3.041883353392284,0,0.5,0.2803391626921038
252,ace_ECFP_4.data,symKNN,12,RBF,True,True,LapRLS,0.02,0,76,3.055591909090678,0,0.5,0.3184275184275184
253,ace_ECFP_4.data,symKNN,12,RBF,True,True,LapRLS,0.05,0,127,3.065243438879649,0,0.5,0.3230963883137796
254,ace_ECFP_4.data,symKNN,12,RBF,True,True,LapRLS,0.08,0,40,3.075781762599945,0,0.5,0.2813295975547631
255,ace_ECFP_4.data,symKNN,12,RBF,True,True,LapRLS,0.1,0,65,3.085850179195404,0,0.5,0.2803391626921038
256,ace_ECFP_4.data,symKNN,12,HM,True,True,LapRLS,0.02,0,76,3.1012606898943584,0,0.5,0.3184275184275184
257,ace_ECFP_4.data,symKNN,12,HM,True,True,LapRLS,0.05,0,127,3.112847403685252,0,0.5,0.3230963883137796
258,ace_ECFP_4.data,symKNN,12,HM,True,True,LapRLS,0.08,0,40,3.1235489726066588,0,0.5,0.2813295975547631
259,ace_ECFP_4.data,symKNN,12,HM,True,True,LapRLS,0.1,0,65,3.134120015303294,0,0.5,0.2803391626921038
260,ace_ECFP_4.data,symKNN,12,LLE,True,True,LapRLS,0.02,0,76,3.148505155245464,0,0.5,0.3184275184275184
261,ace_ECFP_4.data,symKNN,12,LLE,True,True,LapRLS,0.05,0,127,3.1590664943059283,0,0.5,0.3230963883137796
262,ace_ECFP_4.data,symKNN,12,LLE,True,True,LapRLS,0.08,0,40,3.169635208447774,0,0.5,0.2813295975547631
263,ace_ECFP_4.data,symKNN,12,LLE,True,True,LapRLS,0.1,0,65,3.181507893403371,0,0.5,0.2803391626921038
264,ace_ECFP_4.data,symFKNN,12,RBF,True,True,LapRLS,0.02,0,76,3.1960380911827087,0,0.5,0.3184275184275184
265,ace_ECFP_4.data,symFKNN,12,RBF,True,True,LapRLS,0.05,0,127,3.2069541732470195,0,0.5,0.3230963883137796
266,ace_ECFP_4.data,symFKNN,12,RBF,True,True,LapRLS,0.08,0,40,3.21818337837855,0,0.5,0.2813295975547631
267,ace_ECFP_4.data,symFKNN,12,RBF,True,True,LapRLS,0.1,0,65,3.230353057384491,0,0.5,0.2803391626921038
268,ace_ECFP_4.data,symFKNN,12,HM,True,True,LapRLS,0.02,0,76,3.246091636021932,0,0.5,0.3184275184275184
269,ace_ECFP_4.data,symFKNN,12,HM,True,True,LapRLS,0.05,0,127,3.2562838554382325,0,0.5,0.3230963883137796
270,ace_ECFP_4.data,symFKNN,12,HM,True,True,LapRLS,0.08,0,40,3.2671305855115254,0,0.5,0.2813295975547631
271,ace_ECFP_4.data,symFKNN,12,HM,True,True,LapRLS,0.1,0,65,3.277699573834737,0,0.5,0.2803391626921038
272,ace_ECFP_4.data,symFKNN,12,LLE,True,True,LapRLS,0.02,0,76,3.293065122763316,0,0.5,0.3184275184275184
273,ace_ECFP_4.data,symFKNN,12,LLE,True,True,LapRLS,0.05,0,127,3.303182892004649,0,0.5,0.3230963883137796
274,ace_ECFP_4.data,symFKNN,12,LLE,True,True,LapRLS,0.08,0,40,3.313517173131307,0,0.5,0.2813295975547631
275,ace_ECFP_4.data,symFKNN,12,LLE,True,True,LapRLS,0.1,0,65,3.3244245568911235,0,0.5,0.2803391626921038
276,ace_ECFP_4.data,MST,12,RBF,True,True,LapRLS,0.02,0,76,3.339027337233225,0,0.5,0.3184275184275184
277,ace_ECFP_4.data,MST,12,RBF,True,True,LapRLS,0.05,0,127,3.3496151606241864,0,0.5,0.3230963883137796
278,ace_ECFP_4.data,MST,12,RBF,True,True,LapRLS,0.08,0,40,3.3609464168548584,0,0.5,0.2813295975547631
279,ace_ECFP_4.data,MST,12,RBF,True,True,LapRLS,0.1,0,65,3.3724587281545,0,0.5,0.2803391626921038
280,ace_ECFP_4.data,MST,12,HM,True,True,LapRLS,0.02,0,76,3.3883790810902914,0,0.5,0.3184275184275184
281,ace_ECFP_4.data,MST,12,HM,True,True,LapRLS,0.05,0,127,3.400105349222819,0,0.5,0.3230963883137796
282,ace_ECFP_4.data,MST,12,HM,True,True,LapRLS,0.08,0,40,3.410801374912262,0,0.5,0.2813295975547631
283,ace_ECFP_4.data,MST,12,HM,True,True,LapRLS,0.1,0,65,3.4209734837214154,0,0.5,0.2803391626921038
284,ace_ECFP_4.data,MST,12,LLE,True,True,LapRLS,0.02,0,76,3.433228147029877,0,0.5,0.3184275184275184
285,ace_ECFP_4.data,MST,12,LLE,True,True,LapRLS,0.05,0,127,3.4445136467615765,0,0.5,0.3230963883137796
286,ace_ECFP_4.data,MST,12,LLE,True,True,LapRLS,0.08,0,40,3.455898861090342,0,0.5,0.2813295975547631
287,ace_ECFP_4.data,MST,12,LLE,True,True,LapRLS,0.1,0,65,3.4671624342600507,0,0.5,0.2803391626921038
288,ace_ECFP_4.data,mutKNN,14,RBF,True,True,LapRLS,0.02,0,76,3.4807483116785685,0,0.5,0.3184275184275184
289,ace_ECFP_4.data,mutKNN,14,RBF,True,True,LapRLS,0.05,0,127,3.491239086786906,0,0.5,0.3230963883137796
290,ace_ECFP_4.data,mutKNN,14,RBF,True,True,LapRLS,0.08,0,40,3.501878217856089,0,0.5,0.2813295975547631
291,ace_ECFP_4.data,mutKNN,14,RBF,True,True,LapRLS,0.1,0,65,3.512845973173777,0,0.5,0.2803391626921038
292,ace_ECFP_4.data,mutKNN,14,HM,True,True,LapRLS,0.02,0,76,3.530617221196493,0,0.5,0.3184275184275184
293,ace_ECFP_4.data,mutKNN,14,HM,True,True,LapRLS,0.05,0,127,3.544106988112132,0,0.5,0.3230963883137796
294,ace_ECFP_4.data,mutKNN,14,HM,True,True,LapRLS,0.08,0,40,3.5595254858334857,0,0.5,0.2813295975547631
295,ace_ECFP_4.data,mutKNN,14,HM,True,True,LapRLS,0.1,0,65,3.575515119234721,0,0.5,0.2803391626921038
296,ace_ECFP_4.data,mutKNN,14,LLE,True,True,LapRLS,0.02,0,76,3.5887698252995808,0,0.5,0.3184275184275184
297,ace_ECFP_4.data,mutKNN,14,LLE,True,True,LapRLS,0.05,0,127,3.5997389515240985,0,0.5,0.3230963883137796
298,ace_ECFP_4.data,mutKNN,14,LLE,True,True,LapRLS,0.08,0,40,3.611698806285858,0,0.5,0.2813295975547631
299,ace_ECFP_4.data,mutKNN,14,LLE,True,True,LapRLS,0.1,0,65,3.62294659614563,0,0.5,0.2803391626921038
300,ace_ECFP_4.data,symKNN,14,RBF,True,True,LapRLS,0.02,0,76,3.637301528453827,0,0.5,0.3184275184275184
301,ace_ECFP_4.data,symKNN,14,RBF,True,True,LapRLS,0.05,0,127,3.6486537933349608,0,0.5,0.3230963883137796
302,ace_ECFP_4.data,symKNN,14,RBF,True,True,LapRLS,0.08,0,40,3.660025624434154,0,0.5,0.2813295975547631
303,ace_ECFP_4.data,symKNN,14,RBF,True,True,LapRLS,0.1,0,65,3.670206983884176,0,0.5,0.2803391626921038
304,ace_ECFP_4.data,symKNN,14,HM,True,True,LapRLS,0.02,0,76,3.68557200829188,0,0.5,0.3184275184275184
305,ace_ECFP_4.data,symKNN,14,HM,True,True,LapRLS,0.05,0,127,3.696488897005717,0,0.5,0.3230963883137796
306,ace_ECFP_4.data,symKNN,14,HM,True,True,LapRLS,0.08,0,40,3.708549582958221,0,0.5,0.2813295975547631
307,ace_ECFP_4.data,symKNN,14,HM,True,True,LapRLS,0.1,0,65,3.7194510261217753,0,0.5,0.2803391626921038
308,ace_ECFP_4.data,symKNN,14,LLE,True,True,LapRLS,0.02,0,76,3.73501447836558,0,0.5,0.3184275184275184
309,ace_ECFP_4.data,symKNN,14,LLE,True,True,LapRLS,0.05,0,127,3.745630713303884,0,0.5,0.3230963883137796
310,ace_ECFP_4.data,symKNN,14,LLE,True,True,LapRLS,0.08,0,40,3.756594876448313,0,0.5,0.2813295975547631
311,ace_ECFP_4.data,symKNN,14,LLE,True,True,LapRLS,0.1,0,65,3.76725857257843,0,0.5,0.2803391626921038
312,ace_ECFP_4.data,symFKNN,14,RBF,True,True,LapRLS,0.02,0,76,3.7805850823720295,0,0.5,0.3184275184275184
313,ace_ECFP_4.data,symFKNN,14,RBF,True,True,LapRLS,0.05,0,127,3.791292893886566,0,0.5,0.3230963883137796
314,ace_ECFP_4.data,symFKNN,14,RBF,True,True,LapRLS,0.08,0,40,3.802533805370331,0,0.5,0.2813295975547631
315,ace_ECFP_4.data,symFKNN,14,RBF,True,True,LapRLS,0.1,0,65,3.8132038831710817,0,0.5,0.2803391626921038
316,ace_ECFP_4.data,symFKNN,14,HM,True,True,LapRLS,0.02,0,76,3.828080284595489,0,0.5,0.3184275184275184
317,ace_ECFP_4.data,symFKNN,14,HM,True,True,LapRLS,0.05,0,127,3.838145685195923,0,0.5,0.3230963883137796
318,ace_ECFP_4.data,symFKNN,14,HM,True,True,LapRLS,0.08,0,40,3.84999893506368,0,0.5,0.2813295975547631
319,ace_ECFP_4.data,symFKNN,14,HM,True,True,LapRLS,0.1,0,65,3.859668529033661,0,0.5,0.2803391626921038
320,ace_ECFP_4.data,symFKNN,14,LLE,True,True,LapRLS,0.02,0,76,3.87451331615448,0,0.5,0.3184275184275184
321,ace_ECFP_4.data,symFKNN,14,LLE,True,True,LapRLS,0.05,0,127,3.884249766667684,0,0.5,0.3230963883137796
322,ace_ECFP_4.data,symFKNN,14,LLE,True,True,LapRLS,0.08,0,40,3.894626327355703,0,0.5,0.2813295975547631
323,ace_ECFP_4.data,symFKNN,14,LLE,True,True,LapRLS,0.1,0,65,3.905338223775228,0,0.5,0.2803391626921038
324,ace_ECFP_4.data,MST,14,RBF,True,True,LapRLS,0.02,0,76,3.919692544142405,0,0.5,0.3184275184275184
325,ace_ECFP_4.data,MST,14,RBF,True,True,LapRLS,0.05,0,127,3.929880428314209,0,0.5,0.3230963883137796
326,ace_ECFP_4.data,MST,14,RBF,True,True,LapRLS,0.08,0,40,3.9411133488019305,0,0.5,0.2813295975547631
327,ace_ECFP_4.data,MST,14,RBF,True,True,LapRLS,0.1,0,65,3.95204717318217,0,0.5,0.2803391626921038
328,ace_ECFP_4.data,MST,14,HM,True,True,LapRLS,0.02,0,76,3.968497737248738,0,0.5,0.3184275184275184
329,ace_ECFP_4.data,MST,14,HM,True,True,LapRLS,0.05,0,127,3.978983159859975,0,0.5,0.3230963883137796
330,ace_ECFP_4.data,MST,14,HM,True,True,LapRLS,0.08,0,40,3.99127832253774,0,0.5,0.2813295975547631
331,ace_ECFP_4.data,MST,14,HM,True,True,LapRLS,0.1,0,65,4.0011309067408245,0,0.5,0.2803391626921038
332,ace_ECFP_4.data,MST,14,LLE,True,True,LapRLS,0.02,0,76,4.013296631971995,0,0.5,0.3184275184275184
333,ace_ECFP_4.data,MST,14,LLE,True,True,LapRLS,0.05,0,127,4.0238918701807656,0,0.5,0.3230963883137796
334,ace_ECFP_4.data,MST,14,LLE,True,True,LapRLS,0.08,0,40,4.03791485230128,0,0.5,0.2813295975547631
335,ace_ECFP_4.data,MST,14,LLE,True,True,LapRLS,0.1,0,65,4.0483692526817325,0,0.5,0.2803391626921038
336,ace_ECFP_4.data,mutKNN,16,RBF,True,True,LapRLS,0.02,0,76,4.062547226746877,0,0.5,0.3184275184275184
337,ace_ECFP_4.data,mutKNN,16,RBF,True,True,LapRLS,0.05,0,127,4.072890655199687,0,0.5,0.3230963883137796
338,ace_ECFP_4.data,mutKNN,16,RBF,True,True,LapRLS,0.08,0,40,4.084393799304962,0,0.5,0.2813295975547631
339,ace_ECFP_4.data,mutKNN,16,RBF,True,True,LapRLS,0.1,0,65,4.095248313744863,0,0.5,0.2803391626921038
340,ace_ECFP_4.data,mutKNN,16,HM,True,True,LapRLS,0.02,0,76,4.118036619822184,0,0.5,0.3184275184275184
341,ace_ECFP_4.data,mutKNN,16,HM,True,True,LapRLS,0.05,0,127,4.130938216050466,0,0.5,0.3230963883137796
342,ace_ECFP_4.data,mutKNN,16,HM,True,True,LapRLS,0.08,0,40,4.145181727409363,0,0.5,0.2813295975547631
343,ace_ECFP_4.data,mutKNN,16,HM,True,True,LapRLS,0.1,0,65,4.158220378557841,0,0.5,0.2803391626921038
344,ace_ECFP_4.data,mutKNN,16,LLE,True,True,LapRLS,0.02,0,76,4.171824292341868,0,0.5,0.3184275184275184
345,ace_ECFP_4.data,mutKNN,16,LLE,True,True,LapRLS,0.05,0,127,4.183008686701457,0,0.5,0.3230963883137796
346,ace_ECFP_4.data,mutKNN,16,LLE,True,True,LapRLS,0.08,0,40,4.193473732471466,0,0.5,0.2813295975547631
347,ace_ECFP_4.data,mutKNN,16,LLE,True,True,LapRLS,0.1,0,65,4.204531149069468,0,0.5,0.2803391626921038
348,ace_ECFP_4.data,symKNN,16,RBF,True,True,LapRLS,0.02,0,76,4.21836625734965,0,0.5,0.3184275184275184
349,ace_ECFP_4.data,symKNN,16,RBF,True,True,LapRLS,0.05,0,127,4.228188796838125,0,0.5,0.3230963883137796
350,ace_ECFP_4.data,symKNN,16,RBF,True,True,LapRLS,0.08,0,40,4.2394180258115135,0,0.5,0.2813295975547631
351,ace_ECFP_4.data,symKNN,16,RBF,True,True,LapRLS,0.1,0,65,4.249746064345042,0,0.5,0.2803391626921038
352,ace_ECFP_4.data,symKNN,16,HM,True,True,LapRLS,0.02,0,76,4.266289110978445,0,0.5,0.3184275184275184
353,ace_ECFP_4.data,symKNN,16,HM,True,True,LapRLS,0.05,0,127,4.276998269557953,0,0.5,0.3230963883137796
354,ace_ECFP_4.data,symKNN,16,HM,True,True,LapRLS,0.08,0,40,4.287710432211558,0,0.5,0.2813295975547631
355,ace_ECFP_4.data,symKNN,16,HM,True,True,LapRLS,0.1,0,65,4.298398451010386,0,0.5,0.2803391626921038
356,ace_ECFP_4.data,symKNN,16,LLE,True,True,LapRLS,0.02,0,76,4.314578251043955,0,0.5,0.3184275184275184
357,ace_ECFP_4.data,symKNN,16,LLE,True,True,LapRLS,0.05,0,127,4.325679870446523,0,0.5,0.3230963883137796
358,ace_ECFP_4.data,symKNN,16,LLE,True,True,LapRLS,0.08,0,40,4.335840098063151,0,0.5,0.2813295975547631
359,ace_ECFP_4.data,symKNN,16,LLE,True,True,LapRLS,0.1,0,65,4.345904612541199,0,0.5,0.2803391626921038
360,ace_ECFP_4.data,symFKNN,16,RBF,True,True,LapRLS,0.02,0,76,4.36050496896108,0,0.5,0.3184275184275184
361,ace_ECFP_4.data,symFKNN,16,RBF,True,True,LapRLS,0.05,0,127,4.370571990807851,0,0.5,0.3230963883137796
362,ace_ECFP_4.data,symFKNN,16,RBF,True,True,LapRLS,0.08,0,40,4.382459568977356,0,0.5,0.2813295975547631
363,ace_ECFP_4.data,symFKNN,16,RBF,True,True,LapRLS,0.1,0,65,4.393004806836446,0,0.5,0.2803391626921038
